Dates,News,Sentiment label 
22-12-2011,higher gold vault fees a rich man's problem,positive
24-05-2017,"gold tops rs 29,000-mark, up rs 185 on jewellers' buying",positive
06-12-2018,charts : gold hits resistance near 1243 and pulls back,negative
04-06-2018,gold slips as relative calm returns to europe markets,negative
12-05-2017,"Gold rebounds to Rs 28,550 on firm global cues, spot demand",positive
17-05-2012,Gold imports set to fall on demand slowdown,negative
11-10-2017,"Gold falls to Rs 30,750 on weak demand",negative
19-04-2017,Polymetal gold output rises; keeps 2017 targets,none
08-12-2016,"Gold off 0.1% at $1,176.10/oz.",negative
01-03-2012,gold selloff risks halting investors' buying spree,none
01-03-2012,Gold futures recover on global cues,positive
06-03-2013,"Gold futures open lower at Rs 29,565",negative
10-11-2014,gold fails to hold gains as stocks trade higher,negative
11-10-2007,gold prices move higher,positive
15-10-2008,gold rises over $10 to above $850 on inflation concerns,positive
15-03-2009,"gold prices are on rise, but for raw material",positive
21-10-2014,gold gains on soft chinese growth data,positive
25-10-2004,"dec gold continues higher, up $4.10 at $429.70/oz in ny",positive
17-04-2008,gold futures finish lower as dollar strengthens,negative
09-04-2012,gold futures up on higher asian cues,positive
26-05-2017,"Gold prices settle higher, gain over 1% for the week",positive
14-06-2017,"Gold dips in Asia after Fed hike, but steady dollar offers support",negative
15-07-2009,august gold rises 1.3% to $934.70 an ounce,positive
15-07-2014,"august gold falls $9.60 to $1,297.10 an ounce",negative
29-08-2014,"Gold trims losses, as Ukraine unrest cushions blow from U.S. data",negative
16-09-2016,"December gold $4.90, or 0.4%, lower at $1,313.20/oz.",negative
11-09-2008,"rupee dips by 34 paise, gold slides by rs 145",negative
16-05-2017,Gold prices tick slightly higher after housing data,positive
17-08-2014,Gold prices ease in Asia as talks brokered between Ukraine-Russia,none
29-11-2018,Gold gains as US dollar weakens after cautious Fed speech,positive
23-07-2013,gold zooms by rs 685; hits over 1-month high on rbi measures,positive
22-07-2004,gold ends lower for a fourth session,negative
14-09-2015,"dec. gold gains $4.40, or 0.4%, to settle at $1,107.70/oz on comex",positive
01-03-2006,april gold last up $1.10 at $565/oz after 3-wk high of $569,positive
08-11-2018,gold futures settle lower ahead of fed policy statement,negative
23-10-2013,comex gold falls 0.6% after 2% gain a day earlier,negative
28-06-2012,expect selling pressure in gold around rs 30100:nirmal bang,none
27-02-2007,april gold at $664 in electronic trade after $687.20 close,positive
17-07-2008,"re edges higher as oil retreats, gold dips on poor demand",negative
30-11-2017,"Gold ends at a more than 1-week low, but notches slight monthly gain",positive
01-06-2006,"august gold taps a low of $625.70/oz, its lowest in 6 weeks",negative
15-03-2017,Gold climbs in electronic trading after Fed decision to raise interest rates,positive
12-11-2015,"december gold closes $3.90, or 0.4%, lower at $1,081/oz",negative
02-03-2009,stock doom and gold boom,none
09-01-2017,Gold prices settle at highest level in nearly 6 weeks,positive
26-08-2005,dec gold rises 30c to $443.40/oz in morning ny trade,positive
16-02-2017,Gold futures mark highest settlement since Nov. 10,positive
09-08-2005,amex gold bugs index up 0.1% at 203.14,positive
10-10-2017,mcx to launch options trading in gold on dhanteras; stock down,negative
01-09-2017,"Gold prices climb 2.5% for the week, settle at highest since late September",positive
21-10-2016,Gold futures post a roughly 1% gain for the week,positive
04-04-2018,"gold bears keep the market below the $1,350 resistance as risk appetite returns",negative
21-11-2018,"gold ends at a 2-week high, turns higher week to date",positive
24-10-2018,"Gold prices inch up amid international economic, political worries",positive
23-08-2017,"Gold gets a boost from U.S. dollar, equities weakness",positive
01-12-2011,inflation-indexed bonds can bolster the rupee by lowering imports of gold,none
21-06-2010,gold stumbles 1.4% off friday's record high,positive
22-07-2015,gold futures down 10 sessions in a row,negative
28-05-2018,"Gold tumbles by Rs 405 per 10 gm on weak global cues, lower demand",negative
28-02-2018,gold suffers first monthly loss since october,negative
09-03-2004,gold futures edge up,positive
22-08-2018,russia is stockpiling gold as fresh us sanctions loom,none
04-10-2007,"around 1,500 workers rescued from gold mine: report",none
02-11-2015,Gold dips to 4-week low on US rate hike fears,negative
12-10-2011,"gold rises to rs 27,190,silver adds rs 700 on firm global cues",positive
24-10-2018,$1240 : gold prices fighting to break out,neutral
22-04-2010,gold futures retain losses after economic data,negative
09-07-2018,charts : gold firms off the bottom of the box,negative
18-01-2005,feb gold falls 80c to $422.20/oz in morning ny trade,negative
24-04-2018,"Gold edges up, but safe-haven demand begins to fade",positive
04-04-2013,gold falls to 10-month low on weaker equities,negative
26-04-2011,"gold, silver weigh on canadian stocks",none
04-09-2017,"gold, silver trade higher on rising geo-political unrest",positive
30-07-2004,aug gold up $3.70 at $390.70/oz in new york,positive
14-04-2014,"Gold gains on escalating Ukraine unease, shrugs off U.S. data",positive
25-03-2014,"Gold, silver edge higher ahead of U.S. housing, confidence data",positive
19-02-2015,gold posts modest early gains in asia as investors eye greece bailout,positive
06-10-2011,Dip in gold prices pushes up sales,negative
09-08-2017,Gold logs best daily gain in 3 months on heightened geopolitical tensions,positive
26-10-2010,gold futures rise 0.21 pc on global cues,positive
10-11-2005,marshall & ilsley to pay $700m for gold banc,none
29-08-2011,gold climbs on value-store demand as bernanke offers no boost,positive
20-12-2017,"bitcoin mining is costly, just like gold mining",none
03-12-2018,"feb. gold climbs $13.60, or 1.1%, to settle at $1,239.60/oz",positive
22-09-2014,Gold gains as soft U.S. housing sales halt greenback's rally,positive
09-12-2005,gold tops $534 to mark an over 24-year high,positive
27-02-2008,april gold up $12.30 at $961.20 an ounce on nymex,positive
01-09-2006,dec. gold falls $3.90 to $630.30 in morning trading,negative
25-05-2012,"experts bearish on gold, recommend buying crude and copper",negative
12-04-2001,gold futures drop by more than $60 an ounce,negative
24-02-2006,april gold taps a two-week high of $559.20/oz,positive
02-03-2011,gold prices settle at record high,positive
27-06-2014,"aug. gold up $3, or 0.2%, to settle at $1,320/oz",positive
01-03-2015,gold gains in asia as low-interest rate outlook offers support,positive
19-10-2016,Why gold will rise no matter who becomes the next U.S. president,positive
03-07-2013,"expect mixed trend in gold, silver: angel commodities",none
29-06-2005,eldorado gold names new chief operating officer,none
09-08-2011,"gold settles at record $1,743 an ounce",positive
15-02-2017,Gold futures score first gain in 5 sessions,positive
14-09-2000,"gold futures, mining shares head higher",positive
21-09-2013,"gold, silver extend losses on sustained selling, global cues",negative
23-01-2015,"gold slides $8.10 to settle at $1,292.60/oz",negative
21-10-2009,"gold, other metals close higher as dollar drops",positive
07-02-2017,gold to trade in 28851-29391 range: achiievers equities,neutral
14-11-2011,gold declines on reduced european debt concern,negative
05-05-2017,"Gold up on safe-haven bid, but on track for worst week since November",positive
15-02-2013,"gold prices down by rs 100 on sustained selling, weak global cues",negative
24-08-2010,gold futures decline on lower global trend,negative
01-08-2018,Gold comes under pressure from US tariff reports,negative
15-09-2001,"losses mount for gold, off $45.40 to $1,781.30/oz",negative
14-12-2018,offshore gold storage,none
19-09-2005,"gold futures rally, near 18-year high",positive
13-04-2015,"june gold down $5.30, or 0.4%, to settle at $1,199.30/oz on comex",negative
11-07-2005,"gold futures top $426 on dollar, terror",positive
16-01-2018,world gold council spots trends that'll be gold's 2018 friends,none
22-12-2010,"gold, copper fall before u.s. data",negative
04-05-2016,gold hovers below 15-month peak as dollar firms on us rate talk,neutral
08-01-2013,gold futures rebound after three-session drop,positive
12-12-2006,feb. gold falls $1.20 to $633.60/oz in ny,negative
12-07-2005,gold atop $427 at one-week high,positive
09-10-2018,charts : gold's safe haven fades - double bottom pattern plays,none
10-05-2010,gold trims losses on inflationary concerns,negative
26-03-2001,"april gold gains $5.30, or 0.4%, to $1,355.20/oz",positive
25-10-2017,Your 401(k) plan could be a gold mine if you do these two simple things,none
14-09-2018,Gold Rate Today: Gold prices sizzle as dollar falters,positive
18-07-2017,"Gold futures jump to Rs 28,328 per 10 gm",positive
01-03-2012,gold soars to 3-month high in london,positive
08-12-2017,gold inches up after slumping to over 4-month low,positive
18-02-2003,"april gold closes down $7.90 at $344.30, a 2-month low",negative
10-08-2017,Gold ends at 2-month high as North Korea tension lifts haven assets,positive
22-12-2010,"gold, silver prices decline",negative
04-11-2010,"december gold rallies $41, or 3.1%, to $1,378.60",positive
04-11-2015,gold futures gain rs 124 on global cues,positive
23-07-2003,philadelphia gold & silver index rises 3.8%,positive
09-04-2014,Gold prices holding near 2-week highs,neutral
01-03-2016,gold trades near session lows as u.s. stock indexes climb,neutral
06-01-2016,gold prices hold gains after better-than-expected adp jobs report,positive
10-02-2015,"Gold futures down at Rs 26,892 per 10 gm",negative
16-01-2003,"gold touches $359, nears 6-yr high",positive
28-12-2017,gold notches sixth consecutive gain as dollar adds to losses,positive
21-05-2004,gold futures close up nearly $8 for the week,positive
05-04-2006,"gold, silver prices climb; copper futures at all-time high",positive
22-11-2011,"How to play rupee, gold, crude now? Nirmal Bang guides",none
12-11-2010,"gold loses more than $30, trades at $1,372.90",negative
23-03-2018,gold surges above $1350 as dollar hits trade-war lows,positive
23-07-2015,"Gold futures regain Rs 25,000-level on global cues",positive
30-09-2016,"December gold up $1.40, or 0.1%, at $1,327.40",positive
04-03-2011,"gold settles 0.9% higher at $1,428.60 an ounce",positive
31-07-2014,gold extends losses to shed 3.1% in july,negative
27-10-2003,metals mining shares defy gold price weakness,negative
22-01-2013,hike in import duty could encourage gold smuggling: nsel,none
07-08-2012,gold increases on speculation a weaker dollar will spur demand,none
14-01-2003,gold falls as stock market climbs,negative
17-08-2017,Gold lifted by haven demand; palladium logs 16-year high,positive
29-04-2016,Gold jumps to 7-week high on dollar slump; silver at 15-month top,positive
05-07-2006,"cboe gold index defies metals price rise, falls 2.9%",negative
19-09-2018,"Commodity outlook: Gold's run-up may hit a bump at Rs 30,900",positive
25-01-2016,MMTC offers Indian gold coins for sale,none
07-09-2000,palladium rallies as gold falls,negative
30-11-2018,government puts gold dore imports under restricted category,none
07-01-2009,"feb. gold ends down $24.30, or 2.8%, at $841.70 an ounce",negative
14-03-2012,"gold plunges on global sell-off, silver falls",negative
26-10-2017,"Gold down after weekly jobless claims, trade reports",negative
08-10-2010,gold futures rise after u.s. jobs report,positive
10-02-2010,gold slips as delay in greece aid plan lifts dollar,negative
30-11-2014,No new curbs on gold imports for now',none
24-10-2011,Hedging policy: Shield gold retailers from price volatility,none
29-11-2018,Gold firms up as dollar sags on dovish comments from Fed Chairman,positive
31-08-2017,Gold inches lower as dollar gains on strong US economic data,negative
03-10-2011,mcx gold oct contract gains nearly 2%,positive
24-08-2007,dec. gold closes at its highest level since aug. 15,positive
03-10-2006,falling oil price erodes gold's appeal in asia,negative
22-11-2017,"Dec. gold gains $10.50, or 0.8%, to settle at $1,292.20/oz",positive
22-08-2016,Gold futures settle lower for a second straight session,negative
27-09-2013,Govt's policy on gold spawning grey market',none
17-07-2018,gold is still dazzling market timers - and that's bearish,none
